1 	 -19.646107795283452 
2 	 -18.964318408024678 
3 	 -19.605744848290403 
4 	 -19.480405608054767 
5 	 -19.745697376961722 
6 	 -19.75645528704227 
7 	 -19.8246027322368 
8 	 -19.805559938891378 
9 	 -19.81432901151945 
10 	 -19.77124351238153 
11 	 -19.82448666785563 
12 	 -19.757771204855683 
13 	 -19.878558638082897 
14 	 -19.882003430728176 
15 	 -19.88336886245939 
16 	 -19.86347148200318 
17 	 -19.88172312695682 
18 	 -19.901027227405834 
19 	 -19.926094798085664 
20 	 -19.953231429921118 
21 	 -19.981713565758746 
22 	 -20.011419521989996 
23 	 -20.04228757068248 
24 	 -20.07459438120852 
25 	 -20.10824031997533 
26 	 -20.143292161779193 
27 	 -20.179263904090895 
28 	 -20.21598533903844 
29 	 -20.252674833644463 
30 	 -20.289100099161537 
31 	 -20.32430327884966 
32 	 -20.35797984231885 
33 	 -20.388873022874897 
34 	 -20.405560705532796 
35 	 -20.433446772470464 
36 	 -20.409484993601634 
37 	 -20.399404272841355 
38 	 -20.483207648345047 
39 	 -20.490293516010162 
40 	 -20.492667023831153 
41 	 -20.51282711505369 
42 	 -20.573110570584863 
43 	 -20.608696477047644 
44 	 -20.62741391606907 
45 	 -20.657237362914657 
46 	 -20.69032995453066 
47 	 -20.69654558560483 
48 	 -20.731235038768787 
49 	 -20.76674375565935 
50 	 -20.79705970264174 
51 	 -20.836369636885234 
52 	 -20.87150900143041 
53 	 -20.877025577567572 
54 	 -20.876002847477327 
55 	 -20.859547409337388 
56 	 -20.91012071447436 
57 	 -20.91897056677055 
58 	 -20.831346858938435 
59 	 -20.939806690250435 
60 	 -20.94001989087529 
61 	 -20.933989684075204 
62 	 -20.939059198610327 
63 	 -20.94168567489645 
64 	 -20.954612427827584 
65 	 -20.96601812506568 
66 	 -20.973794687117287 
67 	 -20.976252939055247 
68 	 -20.971234161395394 
69 	 -20.97919264065184 
70 	 -20.9850835764493 
71 	 -20.9814390394715 
72 	 -20.980203922021715 
73 	 -20.98511284185448 
74 	 -20.983079195595298 
75 	 -20.986578592209217 
76 	 -20.98458950609871 
77 	 -20.985087755313682 
78 	 -20.98830802612187 
79 	 -20.98799631616971 
80 	 -20.988823374684415 
81 	 -20.989181493228006 
82 	 -20.989269174755613 
83 	 -20.989533939276505 
84 	 -20.98965847276606 
85 	 -20.98889520219018 
86 	 -20.989710626303342 
87 	 -20.990038224642447 
88 	 -20.990218291741627 
89 	 -20.99018508475698 
90 	 -20.99011791543881 
91 	 -20.99021401521912 
92 	 -20.990180298155792 
93 	 -20.990137119950933 
94 	 -20.990113565817424 
95 	 -20.990216150988896 
96 	 -20.990185254566043 
97 	 -20.99022297341071 
98 	 -20.990217661431277 
99 	 -20.99023049318965 
100 	 -20.990255384410364 
101 	 -20.990264003444445 
102 	 -20.990260380430353 
103 	 -20.990266393297446 
104 	 -20.990255789055432 
105 	 -20.990265461161634 
106 	 -20.990269116602583 
107 	 -20.99027091907696 
108 	 -20.99027031768436 
109 	 -20.990271776962206 
110 	 -20.990271097737224 
111 	 -20.990271798407914 
112 	 -20.990271023739368 
113 	 -20.990270057387892 
114 	 -20.99027219686765 
115 	 -20.99027213374982 
116 	 -20.99027254547532 
117 	 -20.99027279154618 
118 	 -20.990272764301174 
119 	 -20.99027271163544 
120 	 -20.99027240778111 
121 	 -20.99027280566168 
122 	 -20.99027277017823 
123 	 -20.990272715575003 
124 	 -20.990272754283552 
125 	 -20.990272838898022 
126 	 -20.99027277350075 
127 	 -20.9902728279808 
128 	 -20.99027278963604 
129 	 -20.99027278224621 
130 	 -20.990272833614956 
131 	 -20.990272848966534 
132 	 -20.990272858171576 
133 	 -20.99027285920856 
134 	 -20.990272856143964 
135 	 -20.990272864152118 
136 	 -20.990272861549883 
137 	 -20.990272867679796 
138 	 -20.990272868685036 
